game_id;name;url
711;Elfenroads;/boardgame/711/elfenroads
5258;Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge;/boardgame/5258/star-trek-next-generation-interactive-vcr-board-ga
2125;Amazons;/boardgame/2125/amazons
4;Tal der Könige;/boardgame/4/tal-der-konige
1835;Scrutineyes;/boardgame/1835/scrutineyes
7251;The Speed of Heat;/boardgame/7251/speed-heat
1250;Hacker;/boardgame/1250/hacker
8;Lords of Creation;/boardgame/8/lords-creation
1830;Nippon Rails;/boardgame/1830/nippon-rails
8636;The Grape Escape;/boardgame/8636/grape-escape
1138;Army of Darkness;/boardgame/1138/army-darkness
10226;Thunder at the Crossroads (second edition);/boardgame/10226/thunder-crossroads-second-edition
3163;Doom of the Eldar;/boardgame/3163/doom-eldar
3794;Legend of Zagor;/boardgame/3794/legend-zagor
416;A to Z;/boardgame/416/z
2578;Phase 10 Dice;/boardgame/2578/phase-10-dice
1147;Outrage! Steal the Crown Jewels;/boardgame/1147/outrage-steal-crown-jewels
470;Road to the White House;/boardgame/470/road-white-house
4975;Pick Two!;/boardgame/4975/pick-two
155;Was sticht?;/boardgame/155/was-sticht
1304;Credo!: the Game of Dueling Dogmas;/boardgame/1304/credo-game-dueling-dogmas
5041;IDF (Israeli Defense Force);/boardgame/5041/idf-israeli-defense-force
1702;Klondike;/boardgame/1702/klondike
1212;Nuclear Proliferation;/boardgame/1212/nuclear-proliferation
2792;Coco Crazy;/boardgame/2792/coco-crazy
642;Oodles;/boardgame/642/oodles
2161;Tyranid Attack;/boardgame/2161/tyranid-attack
1081;Die Schlacht der Dinosaurier;/boardgame/1081/die-schlacht-der-dinosaurier
4979;Blood Berets;/boardgame/4979/blood-berets
3958;Songburst: 70's & 80's Edition;/boardgame/3958/songburst-70s-80s-edition
5826;Victory in the West;/boardgame/5826/victory-west
2668;Picture Picture;/boardgame/2668/picture-picture
2362;Tower of the Wizard King;/boardgame/2362/tower-wizard-king
9476;L'Armée du Nord;/boardgame/9476/larmee-du-nord
4226;Victory at Midway;/boardgame/4226/victory-midway
5699;Afrika: The Northern African Campaign, 1940-1942 (1st edition);/boardgame/5699/afrika-northern-african-campaign-1940-1942-1st-edi
679;Minion Hunter;/boardgame/679/minion-hunter
3679;Ramparts;/boardgame/3679/ramparts
5687;Dirtside II;/boardgame/5687/dirtside-ii
1578;RoadKill;/boardgame/1578/roadkill
3419;Star Trek: The Game;/boardgame/3419/star-trek-game
12920;Tension: The Crazy Naming Game;/boardgame/12920/tension-crazy-naming-game
8829;Nobody is Perfect;/boardgame/8829/nobody-perfect
459;Ausgebremst;/boardgame/459/ausgebremst
5751;Operation Mercury;/boardgame/5751/operation-mercury
366;Viva Pamplona!;/boardgame/366/viva-pamplona
1375;Guadalcanal;/boardgame/1375/guadalcanal
2946;Pipeline;/boardgame/2946/pipeline
2994;Guderian's Blitzkrieg;/boardgame/2994/guderians-blitzkrieg
1946;Ali Baba;/boardgame/1946/ali-baba
20952;UNO Junior;/boardgame/20952/uno-junior
8009;Where in the World is Carmen Sandiego?;/boardgame/8009/where-world-carmen-sandiego
2242;Creatures & Cultists;/boardgame/2242/creatures-cultists
704;Montgolfiere;/boardgame/704/montgolfiere
2016;The Gothic Game;/boardgame/2016/gothic-game
4228;1918: Storm in the West;/boardgame/4228/1918-storm-west
841;Razzia;/boardgame/841/razzia
2090;Stalingrad Pocket (first edition);/boardgame/2090/stalingrad-pocket-first-edition
8970;Herd Your Horses;/boardgame/8970/herd-your-horses
7970;Arctic Storm: The Russo-Finnish Winter War 1939-40;/boardgame/7970/arctic-storm-russo-finnish-winter-war-1939-40
